#{"t_start": 1775688900.2600634, "env_id": "None"}
r,l,t
-7.0,150,93.351288
-1.461,150,93.492244
-10.786,150,93.627002
2.74,3,93.634006
-9.644,150,93.768708
-10.902,150,93.896708
-8.968,150,94.023647
2.673,4,94.030704
1.147,104,94.125278
-11.387,150,94.25547
2.764,6,94.26047
-20.359,150,94.399456
-5.524,150,94.527459
-2.32,150,94.656466
-32.113,24,94.677487
-27.621,150,94.816238
2.75,6,94.822238
2.74,3,94.825953
-6.755,150,94.951442
-13.106,150,95.104316
-29.538,150,95.225432
-15.932,150,95.351929
2.238,4,95.356171
-32.968,150,95.505232
2.759,6,95.513506
-29.575,150,95.636809
2.74,3,95.639809
-23.019,150,95.776743
2.648,4,95.781747
-6.498,150,95.917122
2.648,4,95.922121
2.74,3,95.929493
2.767,7,95.936623
-11.839,150,96.080256
-21.852,150,96.209477
-14.788,150,96.340273
2.76,6,96.345269
2.74,3,96.348269
-7.466,150,96.476176
-7.377,150,96.626166
2.67,3,96.631166
-12.489,150,96.757201
-23.241,150,96.900331
-12.359,150,97.043074
2.74,3,97.048076
-27.362,150,97.183028
2.239,7,97.189028
2.74,3,97.196025
-3.264,117,98.320253
-4.872,150,98.544551
-31.91,150,98.766535
-20.622,150,98.947196
2.738,4,98.951197
-10.7,150,99.08292
-5.769,150,99.237638
-0.631,150,99.39809
-2.836,150,99.594024
2.74,3,99.598024
2.776,4,99.602417
2.753,4,99.611053
2.736,5,99.618099
2.74,3,99.622099
-22.623,150,99.765284
4.342,126,99.900352
-2.609,150,100.03376
-13.003,150,100.178375
-13.865,150,100.308
2.728,6,100.318
1.425,47,100.363306
-8.429,150,100.511477
2.674,5,100.516477
2.672,4,100.523679
2.74,3,100.52668
-9.965,150,100.681992
2.74,3,100.684992
-12.941,150,100.829038
-15.051,150,100.968597
-8.496,150,101.101106
2.755,3,101.103105
-29.92,150,101.248991
-15.088,150,101.380646
1.798,123,101.498036
-20.691,150,101.645415
-2.515,150,101.788659
2.697,4,101.792659
-15.655,150,101.924624
-6.702,150,102.060436
2.67,3,102.067437
2.328,4,102.071445
0.871,62,102.128996
-29.696,150,102.253815
2.65,3,102.2603
-0.81,150,102.395737
-6.089,150,102.537648
2.738,4,102.553452
2.33,3,102.559168
-6.398,150,102.707232
-29.927,150,102.850185
-18.161,150,102.986426
